company_name,sector,stage,Amount,location,description,ï»¿Company/Brand,Investor,Year
Tiliter,Retail,Pre-series A,7500000.0,Sydney,Software that uses computer vision to recognise products without barcodes,,"AngelList, Investec",2020
Slintel,Sles and marketing,Pre-series A,4200000.0,San Francisco Bay Area,"Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.",,"Accel, Stellaris Venture Partners",2020
SoOLEGAL,LegalTech,Pre-series A,4000000.0,New Delhi,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.",,Inflection Point Ventures,2020
HobSpace,EdTech,Seed,200000.0,Mumbai,India's Activity Hub for Kids,,Artha Venture,2020
Supplynote,SaaS,Seed,500000.0,Noida,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,,"MOX, SOSV",2020
Hire Me Car,Car Service,Seed,3000000.0,Noida,India's largest cloud based digital discovery and services provisioning platform for the taxi rental,,Inflection Point Ventures,2020
ShopUp,E-commerce,Series A,22000000.0,Bangaldesh,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.",,"Flourish Ventures, Lonsdale Capital",2020
Harmonizer India,Tech Startup,Series A,3000000.0,Bangalore,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",,Kapil Dev,2020
Zomato,FoodTech,Series A,52000000.0,Gurugram,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,,"Kora, Tiger Global Management",2020
Dukaan,Tech Startup,Seed,6000000.0,Mumbai,Developer of an android application designed for businesses to sell online.,,"Lightspeed, Matrix Partners.",2020
CredR,Bike marketplace,Seed,2000000.0,Mumbai,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,,"Eight Roads Ventures, On Mauritius",2020
Satyukt,Agriculture,Seed,500000.0,Bangalore,An agritech company that provides business to business (B2B) agricultural data,,"NABVENTURES, Social Alpha (India)",2020
RACEnergy,Automotive,Seed,3000000.0,Hyderabad,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,,"growX Ventures, Huddle (Incubator)",2020
TREAD,Fitness startup,Pre-seed,1100000.0,Bangalore,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,,"Better Capital, Kunal Shah, Gaurav Munjal",2020
Anveshan,FoodTech,Pre-seed,100000.0,Bangalore,Provide quality and healthy food products,,Titan Capital,2020
TeaMonk,Food & Beverage,Pre-series A,900000.0,Bangalore,India's Finest Specialty Tea company.,,"Lead Angels Network, Roots Ventures",2020
Fleetx,Tech Startup,Pre-series B,3000000.0,Gurugram,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",,"Rohit Bansal, Rohan Ranavat",2020
ReNEWate,Real Estate,Pre-seed,3000000.0,Pune,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",,Real Estate Accelerator Program,2020
Tango Eye,SaaS,Seed,3000000.0,Chennai,Retail Video Analytics SaaS product,,"Riso Investments, Lenskart",2020
Rare Planet,Reatil startup,Pre-series A,3000000.0,Kolkata,Rare Planet sells handicrafts made by local artisans.,,Venture Catalysts,2020
Avataa Me,AR platform,Series A,7000000.0,Bangalore,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,,Sequoia Capital India,2020
Arrival,EV startup,Series A,118000000.0,London,Arrival is a technology company that specializes in developing electric vehicles.,,"UPS Ventures, Hyundai Motor Company",2020
Cover Genius,FinTech,Series A,15000000.0,Sydney,Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,,"King River Capital, Leap Capital",2020
Phononic Vibes,Deeptech,Series A,2300000.0,Milano,"Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",,Inflection Point Ventures,2020
MikeLegal,LegalTech,Seed,3000000.0,Gurugram,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,,"SOSV, Artesian",2020
Clair,FinTech,Seed,4500000.0,New York,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,,"Upfront Ventures, Walkabout Ventures",2020
Gourmet Garden,Consumer Goods,Seed,3000000.0,Palmwoods,Gourmet Garden is a global market leader in chilled convenient packaged herbs.,,Advent Partners,2020
Miko,AI startup,Pre-series B,3000000.0,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",,"Stride Ventures, YourNest Venture Capital",2020
Razorpay,FinTech,Series D,100000000.0,Bangalore,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",,"Tiger Global Management, Sequoia Capital India",2020
Ninjacart,Food & Beverage,Series D,30000000.0,Bangalore,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",,"Syngenta Ventures, Walmart",2020
Wow! Momo,Food & Beverage,Series B,5000000.0,Kolkata,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,,"Tiger Global Management, William Bissell",2020
Pepper Content,Content marketplace,Series A,4200000.0,Mumbai,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,,"Alok Mittal, Manan Maheshwari",2020
LIVSPACE,Interior Design,Series B,4000000.0,Bangalore,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",,"Mercer Investments, Bessemer Venture Partners",2020
Acculi Labs,Health,Seed,600000.0,Bangalore,Acculi Labs is a clinical grade smartphone based diagnostic tool,,Startup Basket.,2020
Your MD,Health,Seed,25000000.0,London,Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,,"Orkla Ventures, Smedvig Capital",2020
Antaios,Tech,Seed,11000000.0,France,Developer of memory-based technology intended to solve issues of advanced computing.,,Inflection Point Ventures,2020
Unnati,Agriculture,Pre-series A,1700000.0,Noida,A helping hand to the farming community through Artificial Intelligence,,NABVENTURES,2020
Disprz,EdTech,Pre-series B,1600000.0,Chennai,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",,"Xseed Partners, InnoVen Capital",2020
Uni,FinTech,Seed,18500000.0,Mumbai,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,,"Lightspeed India Partners, Accel India",2020
Credit Wise Capital,FinTech,Seed,6000000.0,Mumbai,CreditWise Capital is a consumer finance company.,,Venture Catalysts,2020
Chargebee,SaaS,Series F,55000000.0,San Francisco Bay Area,Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,,"Accel, Steadview Capital",2020
Reliance Retail Ventures Ltd,Retail,Series F,70000000000.0,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",,"Silver Lake, Mubadala Investment Company",2020
Winuall,EdTech,Series F,2000000.0,Bangalore,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",,"Amit Lakhotia, Akash Gehani",2020
Genrobotics,AI startup,Series F,300000.0,Trivandrum,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,,Unicorn India Ventures,2020
Livve,Rental space,Seed,1500000.0,Cochin,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,,Inflection Point Ventures,2020
Ergos,Agriculture,Series A,5000000.0,Samastipur,Ergos is building an integrated supply chain by setting up micro warehouses.,,"Aavishkaar Venture Capital, Chiratae Ventures",2020
Krishitantra,Soil-Tech,Seed,1000000.0,Hyderabad,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,,"NABVENTURES, Omnivore",2020
PakkaProfile,Recruitment startup,Seed,3000000.0,Bangalore,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games",,Java Capital,2020
Monet Networks,AI startup,Seed,500000.0,Irvine,Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,,"SenseAI Ventures, EvoNexus",2020
Unocoin,FinTech,Series A,3000000.0,Tumkur,"Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.",,"Digital Finance Group, FundersClub",2020
Pesto,EdTech,Series A,3000000.0,New Delhi,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,,"Sriharsha Majety, Rahul Jaimini",2020
NirogStreet,Ayurveda tech,Pre-series A,2000000.0,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,,"Wavemaker Partners, Subho Ray",2020
Bambrew,Packaging solution startup,Pre-seed,3000000.0,Bangalore,Bambrew is an online shop for reusable bamboo straws.,,Upsparks,2020
Omnify,SaaS,Pre-series A,3000000.0,San Francisco Bay Area,Omnify is a Global SaaS platform for Small Services Business,,"Saurabh Arora, LD Sharma",2020
Fanball XI,Gaming,Seed,1000000.0,New Delhi,The gaming company mostly focused on fantasy football games,,Foxhog Ventures,2020
Treebo Hotels,Hospitality,Seed,6000000.0,Bangalore,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.",,"Ramesh Mangaleswaran, Saikiran Krishnamurthy",2020
GPS Renewables,CleanTech,Series A,3000000.0,Bangalore,To solve the urban waste problem by utilising local technologies and business models.,,"Triodos, Caspian",2020
Public,Social Media,Series A,30000000.0,New Delhi,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",2020
Legal Salah,LegalTech,Seed,1000000.0,Kolkata,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,,I2I Capitals,2020
FanPlay,Gaming,Seed,3000000.0,New Delhi,FanPlay Technologies operates as a real-money gaming startup.,,"Core91 Fund, Anupam Mittal",2020
ECOSTP,Sanitation solutions,Seed,19000000.0,Bangalore,Eco friendly zero power zero maintenance sewage treatment plant in India.,,Terwilliger Centre,2020
Coralogix,SaaS,Series B,25000000.0,San Francisco,Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,,"2B Angels, Janvest Capital Partners",2020
Equiwatt,Tech,Series B,300000.0,Newcastle Upon Tyne,Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,,Rising Stars,2020
Reliance Retail Ventures,E-commerce,Series B,800000000.0,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",,"General Atlantic, Kohlberg Kravis Roberts",2020
Zhangmen,EdTech,Series B,400000000.0,Shanghai,Zhangmen is an online tutoring platform provides tutoring courses to students.,,"CICC Alpha, VMS Asset Management",2020
AgroWave,Agriculture,Series B,500000.0,Gurugram,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,,Sekhar Puli,2020
Sapio Analytics,Tech,Series B,150000.0,Mumbai,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,,Inflection Point Ventures,2020
Taimei,HealthCare,Series B,176000000.0,Jiaxing,Taimei Technology provides a cloud platform for clinical research collaboration.,,"Cowin Venture, ZSVC",2020
Avanse Financial Services,FinTech,Series B,15000000.0,Mumbai,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",,International Finance Corporation,2020
Industry Buying,E-commerce,Series B,15000000.0,New Delhi,India's largest industrial ecommerce platform,,"BlackSoil, BEENEXT",2020
Hopscotch,E-commerce,Series B,25000000.0,Mumbai,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",,"Marc Lore, Rise Capital",2020
Pristyn Care,HealthCare,Series B,11000000.0,Gurugram,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,,"Sequoia Capital India, Hummingbird Ventures",2020
WoodenStreet,Home Design,Series B,1000000.0,Rajastan,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,,"IAN Fund, Rajasthan Venture Capital Fund",2020
ACKO,InsureTech,Series B,60000000.0,Mumbai,Acko General Insurance is a private sector general insurance company in India.,,"RPS Ventures, Intact Ventures",2020
Farmers Fresh Zone,Agriculture,Series B,470000.0,Kochi,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,,"Artha India Ventures, Nagaraja Prakasam",2020
Invento,AI Startup,Series B,3000000.0,Bangalore,Invento Robotics specializes in developing service robots intended for customer interactions.,,"Chiripal Group, Ratish Kumar Nair",2020
